raceId,driverId,stint_id,stint_start_lap,stint_end_lap,stint_length,mean_lap_time_ms,median_lap_time_ms,std_lap_time_ms,max_tyre_age,degradation_slope_ms_per_lap
1032,830,2,25,68,44,68182.5,68182.5,2589.9020089497476,44,-23.202889358703327
1032,830,3,69,71,3,66599.0,66599.0,11022.22234094982,3,-9429.999999999996
1032,832,1,1,32,32,69806.5,69806.5,11289.762113554258,32,-561.0417888563053
1032,832,2,33,66,34,68700.0,68700.0,3763.930563163159,34,-110.93460656990077
1032,832,3,67,70,4,68674.0,68674.0,9378.010783209838,4,-5160.699999999999
1032,839,1,1,25,25,70288.0,70288.0,12376.50210304457,25,-871.8092307692302
1032,840,1,1,33,33,69885.0,69885.0,10726.253749032618,33,-561.5481283422458
1032,840,2,34,71,38,68389.5,68389.5,2824.552711603357,38,-81.1750738592846
1032,841,1,1,39,39,70247.0,70247.0,9940.911204321243,39,-404.63380566801624
1032,841,2,40,70,31,68935.0,68935.0,3298.349919489722,31,-84.55604838709687
1032,842,1,1,24,24,70491.0,70491.0,12259.075083249105,24,-906.1317391304344
1032,842,2,25,49,25,69744.0,69744.0,3638.8546902379458,25,-99.4246153846154
1032,842,3,50,70,21,68420.0,68420.0,4037.9179241169304,21,-243.78181818181824
1032,844,1,1,1,1,93572.0,93572.0,,1,
1032,844,2,2,4,3,95379.0,95379.0,24082.212529859735,3,-21527.499999999993
1032,846,1,1,39,39,70089.0,70089.0,9893.541793921444,39,-416.2360323886643
1032,846,2,40,71,32,67984.5,67984.5,3534.249384051637,32,-136.22708944281533
1032,847,1,1,34,34,70775.5,70775.5,10369.227350559615,34,-513.7966386554622
1032,847,2,35,69,35,69490.0,69490.0,2893.514445047319,35,-75.98487394957989
1032,848,1,1,35,35,69640.0,69640.0,10714.694544088004,35,-484.4333333333332
1032,848,2,36,71,36,68213.5,68213.5,3217.4789168165107,36,-114.0554697554698
1032,849,1,1,32,32,70795.0,70795.0,10875.50722950392,32,-577.0027492668623
1032,849,2,33,69,37,69709.0,69709.0,2873.056549554318,37,-82.4473684210526
1033,1,1,1,3,3,94916.0,94916.0,2246.0047491787122,3,-376.99999999999966
1033,1,2,4,37,34,81734.0,81734.0,5537.173007048105,34,-190.19174942704362
1033,1,3,38,66,29,79849.0,79849.0,3920.8449130910967,29,-168.20837438423652
1033,1,4,67,70,4,79025.5,79025.5,10971.017409520413,4,-6678.599999999999
1033,8,1,1,3,3,100357.0,100357.0,6075.421082800214,3,-4699.999999999998
1033,8,2,4,33,30,84257.0,84257.0,5238.155689733275,30,-268.6954393770857
